date,open,close,high,low,volume,total_turnover,open_interest,speculation,factor_id,factor_name,factor_value,ret_10,close_rank_20,close_rank_60,oi_ret_5,volume_mad_score,speculation_mad_score,volume_to_open_interest,oi_unwind_divergence_score,signal,position,position_scale,daily_return,base_position,factor_position_source,strategy_position,base_return,strategy_return,base_nav,strategy_nav,base_running_max,strategy_running_max,base_drawdown,strategy_drawdown
2023-08-04,224539.9914795204,222707.8457608564,226063.2341306068,222392.58829134653,13859.0,3167882600.0,16442.0,-0.1709041956432761,46,uptrend_oi_unwind_divergence,0.9,0.0400386610888068,0.9,,0.1065641212098853,-2.1685373404204373,-1.4300726449096248,0.8429023233183311,0.9,0,1.0,1.0,-0.0024280769925070222,1.0,position,1.0,-0.0024280769925070222,-0.0024280769925070222,1.040038661088807,1.040038661088807,1.042570101565494,1.042570101565494,-0.0024280769925071333,-0.0024280769925071333
2023-08-07,221536.71889177908,213933.16142895515,222592.38278895983,213691.6035455278,33521.0,7419631950.0,18615.0,0.5882044007797698,46,uptrend_oi_unwind_divergence,0.0909090909090909,0.0627761071206651,0.0909090909090909,,0.182805154772268,-0.2186351564476156,-0.4338439652625562,1.8007520816545797,0.0909090909090909,0,1.0,1.0,-0.03939997848716792,1.0,position,1.0,-0.03939997848716792,-0.03939997848716792,0.9990611602160852,0.9990611602160852,1.042570101565494,1.042570101565494,-0.04173238929840506,-0.04173238929840506
2023-08-08,213715.68585718848,211639.1597789407,215440.4469625433,211233.17535545025,31800.0,6910652350.0,20447.0,0.4416301173252139,46,uptrend_oi_unwind_divergence,0.0833333333333333,-0.0233284153248687,0.0833333333333333,,0.265705292123533,-0.1292862228611287,-0.4129621512865118,1.5552403775615005,0.0833333333333333,0,1.0,1.0,-0.010722982985395091,1.0,position,1.0,-0.010722982985395091,-0.010722982985395091,0.988348244393719,0.988348244393719,1.042570101565494,1.042570101565494,-0.05200787658341344,-0.05200787658341344
2023-08-09,212008.11296035716,212657.0317916213,212967.01628825272,210115.7397790577,27109.0,5848135400.0,20194.0,0.2944802454904577,46,uptrend_oi_unwind_divergence,0.1538461538461538,-0.0314575737255159,0.1538461538461538,,0.2533184440631455,-0.3159714196922584,-0.3876942848963997,1.3424284440923049,0.1538461538461538,0,1.0,1.0,0.004809469163191693,1.0,position,1.0,0.004809469163191693,0.004809469163191693,0.9931016747976252,0.9931016747976252,1.042570101565494,1.042570101565494,-0.04744853769889279,-0.04744853769889279
2023-08-10,212438.06638306292,206395.3513174404,213774.85902255643,206058.0403470176,33810.0,7225699650.0,23910.0,0.3464598352495612,46,uptrend_oi_unwind_divergence,0.3907226254415125,-0.0512232538638603,0.0714285714285714,,0.387435399943735,0.3192940540129411,-0.1245885468118497,1.41405269761606,0.3907226254415125,0,1.0,1.0,-0.02944497259943235,1.0,position,1.0,-0.02944497259943235,-0.02944497259943235,0.9638598231947588,0.9638598231947588,1.042570101565494,1.042570101565494,-0.07549638940589798,-0.07549638940589798
2023-08-11,205989.2162957437,204917.29295378117,207536.06028642133,201759.6668937574,54389.0,11286591550.0,25574.0,0.7545857171442018,46,uptrend_oi_unwind_divergence,3.4015290925025887,-0.070508944432174,0.0666666666666666,,0.4417371736590354,1.7032818041366136,1.6315806216993085,2.126730272933448,3.4015290925025887,0,1.0,1.0,-0.007161296774489512,1.0,position,1.0,-0.007161296774489512,-0.007161296774489512,0.9569573369518541,0.9569573369518541,1.042570101565494,1.042570101565494,-0.08211703413044946,-0.08211703413044946
2023-08-14,203604.56147745124,193643.2345381271,203820.76516341625,193614.2972741408,54541.0,10955650500.0,31513.0,0.5485525533084864,46,uptrend_oi_unwind_divergence,2.519801947249769,-0.1226095418138878,0.0,,0.5264324517830392,1.7109923065943375,0.8088096406554316,1.730746041316282,2.519801947249769,0,1.0,1.0,-0.05501760370315323,1.0,position,1.0,-0.05501760370315323,-0.05501760370315323,0.9043078374266121,0.9043078374266121,1.042570101565494,1.042570101565494,-0.13261675539253537,-0.13261675539253537
2023-08-15,193145.9369895716,189680.8139697453,194448.04466641537,189053.5795148248,86930.0,16815971400.0,35763.0,0.8881893576869988,46,uptrend_oi_unwind_divergence,4.909446184715712,-0.1433966411010945,0.0,,0.5590776669430575,2.456390945523662,2.4530552391920497,2.4307244917931943,4.909446184715712,0,1.0,1.0,-0.020462478732256484,1.0,position,1.0,-0.020462478732256484,-0.020462478732256484,0.8858034575358572,0.8858034575358572,1.042570101565494,1.042570101565494,-0.15036556658803124,-0.15036556658803124
2023-08-16,189012.4814493322,191747.30923578836,195997.35098396087,187185.7054853975,81487.0,15980989350.0,34637.0,0.8555210234584508,46,uptrend_oi_unwind_divergence,3.166781221687712,-0.1359358608401677,0.0555555555555555,,0.5395369442808367,1.32578954407672,1.7854361220554364,2.352599821000664,3.166781221687712,0,1.0,1.0,0.010894592989107776,1.0,position,1.0,0.010894592989107776,0.010894592989107776,0.8954539256740548,0.8954539256740548,1.042570101565494,1.042570101565494,-0.14110914524647666,-0.14110914524647666
2023-08-17,191672.6065578457,189797.6065547304,194125.068112158,188373.1489812119,72090.0,13960673750.0,37164.0,0.6625747876374212,46,uptrend_oi_unwind_divergence,1.6981596377845485,-0.1498424193086952,0.0526315789473684,,0.4410437693088322,1.103757841336826,0.541770217500354,1.939780432676784,1.6981596377845485,0,1.0,1.0,-0.010168083655664018,1.0,position,1.0,-0.010168083655664018,-0.010168083655664018,0.8863488752480082,0.8863488752480082,1.042570101565494,1.042570101565494,-0.14984241930869535,-0.14984241930869535
2023-08-18,190896.2310327949,191523.40382269217,193375.585044504,190560.69762424837,44755.0,8756758650.0,34426.0,0.2623910774735881,46,uptrend_oi_unwind_divergence,0.176111084819112,-0.1400239934593506,0.1,0.1,0.2972358824603365,0.076111084819112,-1.0113824321447915,1.3000348573752396,0.176111084819112,0,1.0,1.0,0.009092829458121399,1.0,position,1.0,0.009092829458121399,0.009092829458121399,0.8944082944110361,0.8944082944110361,1.042570101565494,1.042570101565494,-0.14211208141494014,-0.14211208141494014
2023-08-21,193690.5635572176,197116.13041744623,199491.0705461733,191875.51058837163,62490.0,12435880500.0,32603.0,0.6506022352624492,46,uptrend_oi_unwind_divergence,0.9380980396362522,-0.0786088089344375,0.25,0.238095238095238,0.0340041495708227,0.4163232388318811,0.2717748008043709,1.9166947826887095,0.9380980396362522,0,1.0,1.0,0.02920126983505189,1.0,position,1.0,0.02920126983505189,0.02920126983505189,0.9205261523588413,0.9205261523588413,1.042570101565494,1.042570101565494,-0.11706066481610677,-0.11706066481610677
2023-08-22,197312.7926191132,194571.815011419,200328.136276799,193275.62923666372,57805.0,11527571750.0,32402.0,0.5788551278390585,46,uptrend_oi_unwind_divergence,1.3544477773887376,-0.080643604828845,0.25,0.2272727272727272,-0.0986936901157484,0.1175108762312529,-0.0680037600375028,1.783994815134868,1.3544477773887376,0,1.0,1.0,-0.012907697612767444,1.0,position,1.0,-0.012907697612767444,-0.012907697612767444,0.908644279139549,0.908644279139549,1.042570101565494,1.042570101565494,-0.12845737876507846,-0.12845737876507846
2023-08-23,194557.7436274961,196128.50058430465,196390.6815590188,192090.3564733628,42217.0,8361624400.0,33373.0,0.2350757936929626,46,uptrend_oi_unwind_divergence,0.6717528503176482,-0.0777238874636069,0.3,0.2608695652173913,-0.0371752850317648,-0.8070224116199702,-1.3454500640396103,1.2650046444730771,0.6717528503176482,0,1.0,1.0,0.00800057075478433,1.0,position,1.0,0.00800057075478433,0.00800057075478433,0.915913951985735,0.915913951985735,1.042570101565494,1.042570101565494,-0.12148454035807832,-0.12148454035807832
2023-08-24,197183.17595923255,195419.81314730016,199271.6426858513,193597.96966368848,38394.0,7649422600.0,32539.0,0.1654618274742042,46,uptrend_oi_unwind_divergence,1.6290118086789172,-0.0531772547205272,0.3,0.25,-0.1329011808678917,-1.0756283835609854,-1.592154667909668,1.1799379206490672,1.6290118086789172,0,1.0,1.0,-0.003613383240544721,1.0,position,1.0,-0.003613383240544721,-0.003613383240544721,0.9126044038618487,0.9126044038618487,1.042570101565494,1.042570101565494,-0.12465895339650779,-0.12465895339650779
2023-08-25,195890.9368479195,190778.92248989124,196830.8779305266,190743.4050914061,39471.0,7765552450.0,35118.0,0.1168524055146719,46,uptrend_oi_unwind_divergence,0.1,-0.0689954969641279,0.1,0.08,0.0199017266878254,-0.9973429661937592,-1.7644213672555165,1.123953528105245,0.1,0,1.0,1.0,-0.023748311814784095,1.0,position,1.0,-0.023748311814784095,-0.023748311814784095,0.8909315899153923,0.8909315899153923,1.042570101565494,1.042570101565494,-0.145446825515527,-0.145446825515527
2023-08-28,192089.34118450247,182823.25598746547,193930.8910691679,180566.2123813612,87989.0,16630150950.0,40209.0,0.7831209555005861,46,uptrend_oi_unwind_divergence,1.6314691714392655,-0.055875840828982,0.0,0.0,0.2096865424859277,1.132439178127849,0.4990299933114163,2.1882911785918577,1.6314691714392655,0,1.0,1.0,-0.04170097198681533,1.0,position,1.0,-0.04170097198681533,-0.04170097198681533,0.8537788766421617,0.8537788766421617,1.042570101565494,1.042570101565494,-0.1810825235059481,-0.1810825235059481
2023-08-29,182575.4776284975,183944.18517804652,186637.9377385496,178290.49707959627,83976.0,15490366500.0,41506.0,0.704693048634028,46,uptrend_oi_unwind_divergence,0.9721352315564664,-0.0302435901219497,0.05,0.037037037037037,0.2476178458112414,0.6861419280636527,0.2359933034928136,2.0232255577506866,0.9721352315564664,0,1.0,1.0,0.006131217741018213,1.0,position,1.0,0.006131217741018213,0.006131217741018213,0.8590135808375366,0.8590135808375366,1.042570101565494,1.042570101565494,-0.17606156214563806,-0.17606156214563806
2023-08-30,185547.23854006163,183383.0947994899,186357.2368421052,182307.0392071593,65100.0,12081029200.0,42342.0,0.4301450479677753,46,uptrend_oi_unwind_divergence,0.2186692440006662,-0.0436210263895444,0.05,0.0357142857142857,0.2380323114155462,0.1686692440006662,-0.608527057846529,1.537480515799915,0.2186692440006662,0,1.0,1.0,-0.003050329522586104,1.0,position,1.0,-0.003050329522586104,-0.003050329522586104,0.8563933063516055,0.8563933063516055,1.042570101565494,1.042570101565494,-0.17857484588741868,-0.17857484588741868
2023-08-31,183930.2542910141,184364.5029335453,184445.8657260217,179155.2336764675,83801.0,15406036100.0,42781.0,0.6723508618009333,46,uptrend_oi_unwind_divergence,1.3744470080646374,-0.0286257752129155,0.15,0.1034482758620689,0.2736547088789542,0.7125171350527996,0.5119298730118378,1.9588368668334073,1.3744470080646374,0,1.0,1.0,0.005351682689881843,1.0,position,1.0,0.005351682689881843,0.005351682689881843,0.8609764515849381,0.8609764515849381,1.042570101565494,1.042570101565494,-0.1741788391091208,-0.1741788391091208
2023-09-01,185445.62961066765,184103.68802188992,187957.24538540025,182974.90492105568,79436.0,14897708600.0,42394.0,0.627944823211373,46,uptrend_oi_unwind_divergence,1.0906710801095705,-0.0387405176219155,0.15,0.1,0.1882930232534061,0.5641756597860008,0.3764954203235697,1.8737557201490775,1.0906710801095705,0,1.0,1.0,-0.0014146698930943558,1.0,position,1.0,-0.0014146698930943558,-0.0014146698930943558,0.8597584541202177,0.8597584541202177,1.042570101565494,1.042570101565494,-0.17534710344251336,-0.17534710344251336
2023-09-04,185547.80203033783,187126.3395181521,188928.1771968046,184634.9978189498,68690.0,13008244300.0,42254.0,0.4859046043477473,46,uptrend_oi_unwind_divergence,0.4324866969934868,-0.0506797230553281,0.25,0.1612903225806451,0.0496081727135742,0.1824866969934868,-0.5773091914548192,1.625644909357694,0.4324866969934868,0,1.0,1.0,0.016418201768466423,1.0,position,1.0,0.016418201768466423,0.016418201768466423,0.8738741418921082,0.8738741418921082,1.042570101565494,1.042570101565494,-0.16180778579788224,-0.16180778579788224
2023-09-05,188310.9369101548,187481.0988396477,190878.90534361565,186092.07441270992,68568.0,13063682000.0,42918.0,0.4685346352422799,46,uptrend_oi_unwind_divergence,0.3745576272184507,-0.0364426685918265,0.3,0.1875,0.0334533232548341,0.0745576272184507,-0.2757937881267019,1.597651335104152,0.3745576272184507,0,1.0,1.0,0.0018958278263183637,1.0,position,1.0,0.0018958278263183637,0.0018958278263183637,0.8755308568070074,0.8755308568070074,1.042570101565494,1.042570101565494,-0.16021871767439444,-0.16021871767439444
2023-09-06,187975.35199832992,187410.7465832597,189345.8439854302,186605.4023335112,46941.0,8938236200.0,44121.0,0.0619556344017436,46,uptrend_oi_unwind_divergence,0.3,-0.0444491951708858,0.3,0.1818181818181818,0.0411563583395384,-1.2760034825930229,-1.3255495748794697,1.063915142449174,0.3,0,1.0,1.0,-0.0003752498615776645,1.0,position,1.0,-0.0003752498615776645,-0.0003752498615776645,0.8752023139741836,0.8752023139741836,1.042570101565494,1.042570101565494,-0.16053384548434269,-0.16053384548434269
2023-09-07,186668.02229234297,181934.7677695439,186746.07727406867,180758.89795171167,65120.0,12056042100.0,47905.0,0.3070118385914482,46,uptrend_oi_unwind_divergence,0.0,-0.0690055177137629,0.0,0.0,0.1131258043127072,-0.1763150908341663,-0.5433142770661769,1.3593570608495982,0.0,0,1.0,1.0,-0.029219129177755154,1.0,position,1.0,-0.029219129177755154,-0.029219129177755154,0.8496296645055017,0.8496296645055017,1.042570101565494,1.042570101565494,-0.18506231549348895,-0.18506231549348895
2023-09-08,180584.0095588844,173951.38707074328,181376.37590002484,173781.73535016677,121405.0,21665988550.0,55765.0,0.7779856314922208,46,uptrend_oi_unwind_divergence,3.3347009011165367,-0.0882043739398915,0.0,0.0,0.2741395896559542,2.2241494255501024,1.1105514755664343,2.177082399354434,3.3347009011165367,0,1.0,1.0,-0.04388045669705709,1.0,position,1.0,-0.04388045669705709,-0.04388045669705709,0.8123475268036329,0.8123475268036329,1.042570101565494,1.042570101565494,-0.2208221532692769,-0.2208221532692769
2023-09-11,174214.05721262863,175933.38619402982,176802.6652717581,168965.78405721264,91036.0,16014004050.0,58960.0,0.434395784800586,46,uptrend_oi_unwind_divergence,1.166371749116577,-0.0376859593503138,0.05,0.0277777777777777,0.3331602240030378,1.116371749116577,-0.6020413928633253,1.5440298507462686,1.166371749116577,0,1.0,1.0,0.011393982863042718,1.0,position,1.0,0.011393982863042718,0.011393982863042718,0.8216034006028686,0.8216034006028686,1.042570101565494,1.042570101565494,-0.21194421423636456,-0.21194421423636456
2023-09-12,175915.66888645367,175115.808687838,179027.35781022132,174440.05599369082,91501.0,16377373400.0,62317.0,0.3841156394189933,46,uptrend_oi_unwind_divergence,1.193588891514357,-0.0479948658429359,0.05,0.027027027027027,0.3729429434102087,1.1435888915143573,-0.3913450934825055,1.468315226984611,1.193588891514357,0,1.0,1.0,-0.00464708560369631,1.0,position,1.0,-0.00464708560369631,-0.00464708560369631,0.8177853392679791,0.8177853392679791,1.042570101565494,1.042570101565494,-0.21560637693329632,-0.21560637693329632
2023-09-13,174546.2790066712,173532.41662518663,176526.35466436908,172485.55229761303,78004.0,13750588150.0,64288.0,0.1933871187934704,46,uptrend_oi_unwind_divergence,0.2910490977269014,-0.0537163918248513,0.0,0.0,0.3764371290462378,0.2910490977269014,-1.6437098189963926,1.2133524141363865,0.2910490977269014,0,1.0,1.0,-0.009041970993458048,1.0,position,1.0,-0.009041970993458048,-0.009041970993458048,0.8103909479514428,0.8103909479514428,1.042570101565494,1.042570101565494,-0.22269884132051887,-0.22269884132051887
2023-09-14,172707.59015913607,166974.9207180873,173516.72777409764,166920.31271543997,136502.0,23386435550.0,72526.0,0.6323941482710722,46,uptrend_oi_unwind_divergence,3.380528040576963,-0.0943217481606323,0.0,0.0,0.4147252351584178,2.620027233124566,0.7605008074523969,1.882111242864628,3.380528040576963,0,1.0,1.0,-0.03778830511686415,1.0,position,1.0,-0.03778830511686415,-0.03778830511686415,0.7797676475463089,0.7797676475463089,1.042570101565494,1.042570101565494,-0.2520717346723912,-0.2520717346723912
2023-09-15,168178.49686416905,167419.08418504574,169127.87472860594,165308.013251758,122691.0,20659815050.0,74360.0,0.5007508365401547,46,uptrend_oi_unwind_divergence,2.280513754651382,-0.0906261249631261,0.05,0.025,0.2877717304067442,2.0233508810619223,0.2071628735894598,1.6499596557288865,2.280513754651382,0,1.0,1.0,0.0026600609543534492,1.0,position,1.0,0.0026600609543534492,0.0026600609543534492,0.7818418770190149,0.7818418770190149,1.042570101565494,1.042570101565494,-0.25008219989713587,-0.25008219989713587
2023-09-18,166982.34919656377,164878.8172660036,168151.51913177304,164252.0264681555,86675.0,14596788300.0,78420.0,0.1000864947069014,46,uptrend_oi_unwind_divergence,0.0818706856108044,-0.1188903834138772,0.0,0.0,0.2852197489831045,0.0818706856108044,-2.237945273853819,1.1052665136444784,0.0818706856108044,0,1.0,1.0,-0.01517310246563297,1.0,position,1.0,-0.01517310246563297,-0.01517310246563297,0.7699789101070825,0.7699789101070825,1.042570101565494,1.042570101565494,-0.2614607795188987,-0.2614607795188987
2023-09-19,164211.38011918348,157557.17446305772,164882.5384217759,157162.47422565508,138511.0,22512971100.0,89721.0,0.4342448894794879,46,uptrend_oi_unwind_divergence,1.1584975162641142,-0.1596103530531569,0.0,0.0,0.3644705936122747,1.0525288983697891,0.1059686178943252,1.5437968814435865,1.1584975162641142,0,1.0,1.0,-0.044406206475472665,1.0,position,1.0,-0.044406206475472665,-0.044406206475472665,0.735787067643108,0.735787067643108,1.042570101565494,1.042570101565494,-0.29425650463381714,-0.29425650463381714
2023-09-20,156974.80828432398,152200.22593190565,157737.60454725535,151647.32568919248,218409.0,33976114350.0,98481.0,0.7965058156421968,46,uptrend_oi_unwind_divergence,3.6685306087609977,-0.1878788772431003,0.0,0.0,0.4264906475381789,2.0252659592366697,1.643264649524328,2.21777804855759,3.6685306087609977,0,1.0,1.0,-0.034000029191994074,1.0,position,1.0,-0.034000029191994074,-0.034000029191994074,0.7107702858641506,0.7107702858641506,1.042570101565494,1.042570101565494,-0.3182518040783273,-0.3182518040783273
2023-09-21,151772.8509232696,157066.76293912297,157680.2861874399,151353.6930785082,232964.0,36472466500.0,95389.0,0.892920667367586,46,uptrend_oi_unwind_divergence,4.307065232757887,-0.1366863801531389,0.05,0.0227272727272727,0.2740181495617424,2.3557837197298617,1.9012815130280256,2.442252251307803,4.307065232757887,0,1.0,1.0,0.031974571505528626,1.0,position,1.0,0.031974571505528626,0.031974571505528626,0.7334968611935189,0.7334968611935189,1.042570101565494,1.042570101565494,-0.29645319763906464,-0.29645319763906464
2023-09-22,157009.49992723946,152456.84817710766,158841.53992200329,151514.37516587865,271244.0,42708139850.0,96303.0,1.0355193138275331,46,uptrend_oi_unwind_divergence,3.648813141850241,-0.1235663552650725,0.05,0.0222222222222222,0.2585813081135768,1.85362773347154,1.7451854083787006,2.8165685388824855,3.648813141850241,0,1.0,1.0,-0.029350033551032384,1.0,position,1.0,-0.029350033551032384,-0.029350033551032384,0.7119687037079121,0.7119687037079121,1.042570101565494,1.042570101565494,-0.3171023198930797,-0.3171023198930797
2023-09-25,152346.27160213934,151866.87342410494,155426.2457617904,150549.0723229267,225759.0,35214011400.0,99150.0,0.8228342036462523,46,uptrend_oi_unwind_divergence,2.089084173581117,-0.1367933243971266,0.0,0.0,0.2345548581016192,0.9974379199890652,1.0916462535920517,2.276944024205749,2.089084173581117,0,1.0,1.0,-0.0038697819091561003,1.0,position,1.0,-0.0038697819091561003,-0.0038697819091561003,0.7092135400984179,0.7092135400984179,1.042570101565494,1.042570101565494,-0.31974498498136217,-0.31974498498136217
2023-09-26,151215.47692985792,144355.1337711975,151748.0626289744,144233.909885339,297437.0,45048459750.0,107796.0,1.014961885819421,46,uptrend_oi_unwind_divergence,2.3702643311078324,-0.1756590404209284,0.0,0.0,0.1835356966582839,1.126177160084869,1.2440871710229633,2.759258228505696,2.3702643311078324,0,1.0,1.0,-0.04946266083933981,1.0,position,1.0,-0.04946266083933981,-0.04946266083933981,0.6741339513018623,0.6741339513018623,1.042570101565494,1.042570101565494,-0.35339220807348914,-0.35339220807348914
2023-09-27,144180.6283420003,140785.90414311024,145976.34328702634,140323.49327687922,359610.0,52713771200.0,106659.0,1.215383281344587,46,uptrend_oi_unwind_divergence,2.8962896475375244,-0.1887054483474733,0.0,0.0,0.0797731933718282,1.52810992512282,1.368179722414704,3.3715860827496975,2.8962896475375244,0,1.0,1.0,-0.024725339063759733,1.0,position,1.0,-0.024725339063759733,-0.024725339063759733,0.6574657607815316,0.6574657607815316,1.042570101565494,1.042570101565494,-0.3693798049701411,-0.3693798049701411
2023-09-28,142111.29202125155,143446.1425217841,145073.65260635564,141883.50404287502,229660.0,33785788900.0,100532.0,0.8261238695697705,46,uptrend_oi_unwind_divergence,0.1609325116283785,-0.1409120489179814,0.05,0.0204081632653061,0.0525128169552768,0.059450644513574,0.0514818671148045,2.284446743325508,0.1609325116283785,0,1.0,1.0,0.018895630175942202,1.0,position,1.0,0.018895630175942202,0.018895630175942202,0.6698889906506039,0.6698889906506039,1.042570101565494,1.042570101565494,-0.3574638389833764,-0.3574638389833764
2023-10-09,142622.09037149654,144995.4945334111,146292.24506525323,141502.7830156082,126601.0,18776329750.0,106282.0,0.174944469642449,46,uptrend_oi_unwind_divergence,0.15,-0.1339368791842761,0.15,0.06,0.0985964679637643,-1.7908803961310409,-2.182215840326164,1.19118006812066,0.15,0,1.0,1.0,0.010800931864666463,1.0,position,1.0,0.010800931864666463,0.010800931864666463,0.6771244159955113,0.6771244159955113,1.042570101565494,1.042570101565494,-0.3505238496876514,-0.3505238496876514
2023-10-10,145440.99928102564,145276.11008979706,147913.63684563997,144536.37170042112,204816.0,30915498200.0,113144.0,0.5934506713955551,46,uptrend_oi_unwind_divergence,0.2,-0.1188916047631574,0.2,0.0784313725490196,0.132027488752394,-0.3231613062449616,-0.7761769484979695,1.8102241391501095,0.2,0,1.0,1.0,0.0019353398344477135,1.0,position,1.0,0.0019353398344477135,0.0019353398344477135,0.6784348818506646,0.6784348818506646,1.042570101565494,1.042570101565494,-0.34926689262242816,-0.34926689262242816
2023-10-11,146020.77058642116,148356.2540127733,148590.77291172507,145631.75838216505,164711.0,25109956400.0,118372.0,0.3303602150568635,46,uptrend_oi_unwind_divergence,0.25,-0.0583973435779132,0.25,0.0961538461538461,0.0935916559610117,-1.5551647673223656,-1.6600716485799911,1.391469266380563,0.25,0,1.0,1.0,0.021201998876982486,1.0,position,1.0,0.021201998876982486,0.021201998876982486,0.6928190574537682,0.6928190574537682,1.042570101565494,1.042570101565494,-0.3354700500105935,-0.3354700500105935
2023-10-12,149216.11493185945,157649.97815621665,157668.78951368414,148696.9710138813,268692.0,42283646000.0,119027.0,0.8142153840651848,46,uptrend_oi_unwind_divergence,1.3449230007361743,0.0358064660610242,0.55,0.2075471698113207,0.1097135285894861,0.7949230007361742,-0.0344823913886442,2.2574037823351003,1.3449230007361743,0,1.0,1.0,0.06264464012850546,1.0,position,1.0,0.06264464012850546,0.06264464012850546,0.7362204579821298,0.7362204579821298,1.042570101565494,1.042570101565494,-0.29384081043889343,-0.29384081043889343
