date,open,close,high,low,volume,total_turnover,open_interest,speculation,threshold,realtime_trend,realtime_position,realtime_segment_id,trend,segment_id,is_reversal_window,reversal_segment_id,reversal_trend,is_uptrend_reversal_window,is_downtrend_reversal_window,factor_id,factor_name,factor_value,ret_10,realtime_trend_age,close_rank_20,close_rank_60,oi_ret_5,volume_mad_score,speculation_mad_score,volume_to_open_interest,oi_unwind_divergence_score,signal,position_scale,is_effective_signal,daily_return,base_position,reduce_signal,strategy_position,base_return,strategy_return,base_nav,strategy_nav,base_running_max,strategy_running_max,base_drawdown,strategy_drawdown
2023-08-04,224539.9914795204,222707.8457608564,226063.2341306068,222392.58829134653,13859.0,3167882600.0,16442.0,-0.1709041956432761,0.02,up_trend,1.0,2.0,down_trend,2.0,1,1.0,up_trend,1,0,46,uptrend_oi_unwind_divergence,0.9,0.0400386610888068,9,0.9,,0.1065641212098853,-2.1685373404204373,-1.4300726449096248,0.8429023233183311,0.9,0,1.0,0,-0.008159551920313908,1.0,0.0,1.0,-0.008159551920313908,-0.008159551920313908,0.9407991146973361,0.9407991146973361,0.94895866661765,0.94895866661765,-0.008598427104730244,-0.008598427104730244
2023-08-07,221536.71889177908,213933.16142895515,222592.38278895983,213691.6035455278,33521.0,7419631950.0,18615.0,0.5882044007797698,0.02,down_trend,-1.0,3.0,down_trend,2.0,1,1.0,up_trend,1,0,46,uptrend_oi_unwind_divergence,0.0909090909090909,0.0627761071206651,1,0.0909090909090909,,0.182805154772268,-0.2186351564476156,-0.4338439652625562,1.8007520816545797,0.0909090909090909,0,1.0,0,-0.034321883527300374,1.0,0.0,1.0,-0.034321883527300374,-0.034321883527300374,0.9064772311700358,0.9064772311700358,0.94895866661765,0.94895866661765,-0.04476637069876799,-0.04476637069876799
2023-08-08,213715.68585718848,211639.1597789407,215440.4469625433,211233.17535545025,31800.0,6910652350.0,20447.0,0.4416301173252139,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,46,uptrend_oi_unwind_divergence,0.0833333333333333,-0.0233284153248687,2,0.0833333333333333,,0.265705292123533,-0.1292862228611287,-0.4129621512865118,1.5552403775615005,0.0833333333333333,0,1.0,0,-0.009716301683327938,1.0,0.0,1.0,-0.009716301683327938,-0.009716301683327938,0.8967609294867078,0.8967609294867078,0.94895866661765,0.94895866661765,-0.05500527996334059,-0.05500527996334059
2023-08-09,212008.11296035716,212657.0317916213,212967.01628825272,210115.7397790577,27109.0,5848135400.0,20194.0,0.2944802454904577,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,46,uptrend_oi_unwind_divergence,0.1538461538461538,-0.0314575737255159,3,0.1538461538461538,,0.2533184440631455,-0.3159714196922584,-0.3876942848963997,1.3424284440923049,0.1538461538461538,0,1.0,0,0.0030608207497487333,1.0,0.0,1.0,0.0030608207497487333,0.0030608207497487333,0.8998217502364565,0.8998217502364565,0.94895866661765,0.94895866661765,-0.051779827836265,-0.051779827836265
2023-08-10,212438.06638306292,206395.3513174404,213774.85902255643,206058.0403470176,33810.0,7225699650.0,23910.0,0.3464598352495612,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,46,uptrend_oi_unwind_divergence,0.3907226254415125,-0.0512232538638603,4,0.0714285714285714,,0.387435399943735,0.3192940540129411,-0.1245885468118497,1.41405269761606,0.3907226254415125,0,1.0,0,-0.0284445964346449,1.0,0.0,1.0,-0.0284445964346449,-0.0284445964346449,0.8713771538018117,0.8713771538018117,0.94895866661765,0.94895866661765,-0.08175436459457208,-0.08175436459457208
2023-08-11,205989.2162957437,204917.29295378117,207536.06028642133,201759.6668937574,54389.0,11286591550.0,25574.0,0.7545857171442018,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,46,uptrend_oi_unwind_divergence,3.4015290925025887,-0.070508944432174,5,0.0666666666666666,,0.4417371736590354,1.7032818041366136,1.6315806216993085,2.126730272933448,3.4015290925025887,0,1.0,0,-0.005203783776833985,1.0,0.0,1.0,-0.005203783776833985,-0.005203783776833985,0.8661733700249776,0.8661733700249776,0.94895866661765,0.94895866661765,-0.0872380426091075,-0.0872380426091075
2023-08-14,203604.56147745124,193643.2345381271,203820.76516341625,193614.2972741408,54541.0,10955650500.0,31513.0,0.5485525533084864,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,46,uptrend_oi_unwind_divergence,2.519801947249769,-0.1226095418138878,6,0.0,,0.5264324517830392,1.7109923065943375,0.8088096406554316,1.730746041316282,2.519801947249769,0,1.0,0,-0.04892487116712926,1.0,0.0,1.0,-0.04892487116712926,-0.04892487116712926,0.8172484988578484,0.8172484988578484,0.94895866661765,0.94895866661765,-0.13879442002384879,-0.13879442002384879
2023-08-15,193145.9369895716,189680.8139697453,194448.04466641537,189053.5795148248,86930.0,16815971400.0,35763.0,0.8881893576869988,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,46,uptrend_oi_unwind_divergence,4.909446184715712,-0.1433966411010945,7,0.0,,0.5590776669430575,2.456390945523662,2.4530552391920497,2.4307244917931943,4.909446184715712,0,1.0,0,-0.01794043961697935,1.0,0.0,1.0,-0.01794043961697935,-0.01794043961697935,0.799308059240869,0.799308059240869,0.94895866661765,0.94895866661765,-0.1576998162735338,-0.1576998162735338
2023-08-16,189012.4814493322,191747.30923578836,195997.35098396087,187185.7054853975,81487.0,15980989350.0,34637.0,0.8555210234584508,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,46,uptrend_oi_unwind_divergence,3.166781221687712,-0.1359358608401677,8,0.0555555555555555,,0.5395369442808367,1.32578954407672,1.7854361220554364,2.352599821000664,3.166781221687712,0,1.0,0,0.014469032761676468,1.0,0.0,1.0,0.014469032761676468,0.014469032761676468,0.8137770920025456,0.8137770920025456,0.94895866661765,0.94895866661765,-0.1424525423187596,-0.1424525423187596
2023-08-17,191672.6065578457,189797.6065547304,194125.068112158,188373.1489812119,72090.0,13960673750.0,37164.0,0.6625747876374212,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,46,uptrend_oi_unwind_divergence,1.6981596377845485,-0.1498424193086952,9,0.0526315789473684,,0.4410437693088322,1.103757841336826,0.541770217500354,1.939780432676784,1.6981596377845485,0,1.0,0,-0.00978230555105139,1.0,0.0,1.0,-0.00978230555105139,-0.00978230555105139,0.8039947864514941,0.8039947864514941,0.94895866661765,0.94895866661765,-0.15276100557977634,-0.15276100557977634
2023-08-18,190896.2310327949,191523.40382269217,193375.585044504,190560.69762424837,44755.0,8756758650.0,34426.0,0.2623910774735881,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,46,uptrend_oi_unwind_divergence,0.176111084819112,-0.1400239934593506,10,0.1,0.1,0.2972358824603365,0.076111084819112,-1.0113824321447915,1.3000348573752396,0.176111084819112,0,1.0,0,0.0032854121137128696,1.0,0.0,1.0,0.0032854121137128696,0.0032854121137128696,0.8072801985652069,0.8072801985652069,0.94895866661765,0.94895866661765,-0.14929888206556374,-0.14929888206556374
2023-08-21,193690.5635572176,197116.13041744623,199491.0705461733,191875.51058837163,62490.0,12435880500.0,32603.0,0.6506022352624492,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,46,uptrend_oi_unwind_divergence,0.9380980396362522,-0.0786088089344375,11,0.25,0.238095238095238,0.0340041495708227,0.4163232388318811,0.2717748008043709,1.9166947826887095,0.9380980396362522,0,1.0,0,0.01768577052653726,1.0,0.0,1.0,0.01768577052653726,0.01768577052653726,0.8249659690917442,0.8249659690917442,0.94895866661765,0.94895866661765,-0.13066185271045572,-0.13066185271045572
2023-08-22,197312.7926191132,194571.815011419,200328.136276799,193275.62923666372,57805.0,11527571750.0,32402.0,0.5788551278390585,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,46,uptrend_oi_unwind_divergence,1.3544477773887376,-0.080643604828845,12,0.25,0.2272727272727272,-0.0986936901157484,0.1175108762312529,-0.0680037600375028,1.783994815134868,1.3544477773887376,0,1.0,0,-0.013891535218323604,1.0,0.0,1.0,-0.013891535218323604,-0.013891535218323604,0.8110744338734206,0.8110744338734206,0.94895866661765,0.94895866661765,-0.1453005674479868,-0.1453005674479868
2023-08-23,194557.7436274961,196128.50058430465,196390.6815590188,192090.3564733628,42217.0,8361624400.0,33373.0,0.2350757936929626,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,46,uptrend_oi_unwind_divergence,0.6717528503176482,-0.0777238874636069,13,0.3,0.2608695652173913,-0.0371752850317648,-0.8070224116199702,-1.3454500640396103,1.2650046444730771,0.6717528503176482,0,1.0,0,0.008073474370755248,1.0,0.0,1.0,0.008073474370755248,0.008073474370755248,0.8191479082441759,0.8191479082441759,0.94895866661765,0.94895866661765,-0.13679284771817868,-0.13679284771817868
2023-08-24,197183.17595923255,195419.81314730016,199271.6426858513,193597.96966368848,38394.0,7649422600.0,32539.0,0.1654618274742042,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,46,uptrend_oi_unwind_divergence,1.6290118086789172,-0.0531772547205272,14,0.3,0.25,-0.1329011808678917,-1.0756283835609854,-1.592154667909668,1.1799379206490672,1.6290118086789172,0,1.0,0,-0.008942765037403455,1.0,0.0,1.0,-0.008942765037403455,-0.008942765037403455,0.8102051432067725,0.8102051432067725,0.94895866661765,0.94895866661765,-0.14621661437102762,-0.14621661437102762
2023-08-25,195890.9368479195,190778.92248989124,196830.8779305266,190743.4050914061,39471.0,7765552450.0,35118.0,0.1168524055146719,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,46,uptrend_oi_unwind_divergence,0.1,-0.0689954969641279,15,0.1,0.08,0.0199017266878254,-0.9973429661937592,-1.7644213672555165,1.123953528105245,0.1,0,1.0,0,-0.026096227014305425,1.0,0.0,1.0,-0.026096227014305425,-0.026096227014305425,0.784108916192467,0.784108916192467,0.94895866661765,0.94895866661765,-0.17371647072127272,-0.17371647072127272
2023-08-28,192089.34118450247,182823.25598746547,193930.8910691679,180566.2123813612,87989.0,16630150950.0,40209.0,0.7831209555005861,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,46,uptrend_oi_unwind_divergence,1.6314691714392655,-0.055875840828982,16,0.0,0.0,0.2096865424859277,1.132439178127849,0.4990299933114163,2.1882911785918577,1.6314691714392655,0,1.0,0,-0.048238414166546034,1.0,0.0,1.0,-0.048238414166546034,-0.048238414166546034,0.735870502025921,0.735870502025921,0.94895866661765,0.94895866661765,-0.22454946889439764,-0.22454946889439764
2023-08-29,182575.4776284975,183944.18517804652,186637.9377385496,178290.49707959627,83976.0,15490366500.0,41506.0,0.704693048634028,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,46,uptrend_oi_unwind_divergence,0.9721352315564664,-0.0302435901219497,17,0.05,0.037037037037037,0.2476178458112414,0.6861419280636527,0.2359933034928136,2.0232255577506866,0.9721352315564664,0,1.0,0,0.007496666952908422,1.0,0.0,1.0,0.007496666952908422,0.007496666952908422,0.7433671689788294,0.7433671689788294,0.94895866661765,0.94895866661765,-0.21664958113676902,-0.21664958113676902
2023-08-30,185547.23854006163,183383.0947994899,186357.2368421052,182307.0392071593,65100.0,12081029200.0,42342.0,0.4301450479677753,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,46,uptrend_oi_unwind_divergence,0.2186692440006662,-0.0436210263895444,18,0.05,0.0357142857142857,0.2380323114155462,0.1686692440006662,-0.608527057846529,1.537480515799915,0.2186692440006662,0,1.0,0,-0.011663572886343348,1.0,0.0,1.0,-0.011663572886343348,-0.011663572886343348,0.731703596092486,0.731703596092486,0.94895866661765,0.94895866661765,-0.22894049885177914,-0.22894049885177914
2023-08-31,183930.2542910141,184364.5029335453,184445.8657260217,179155.2336764675,83801.0,15406036100.0,42781.0,0.6723508618009333,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,46,uptrend_oi_unwind_divergence,1.3744470080646374,-0.0286257752129155,19,0.15,0.1034482758620689,0.2736547088789542,0.7125171350527996,0.5119298730118378,1.9588368668334073,1.3744470080646374,0,1.0,0,0.002360941891833233,1.0,0.0,1.0,0.002360941891833233,0.002360941891833233,0.7340645379843193,0.7340645379843193,0.94895866661765,0.94895866661765,-0.22645256974075867,-0.22645256974075867
2023-09-01,185445.62961066765,184103.68802188992,187957.24538540025,182974.90492105568,79436.0,14897708600.0,42394.0,0.627944823211373,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,46,uptrend_oi_unwind_divergence,1.0906710801095705,-0.0387405176219155,20,0.15,0.1,0.1882930232534061,0.5641756597860008,0.3764954203235697,1.8737557201490775,1.0906710801095705,0,1.0,0,-0.00723630743736079,1.0,0.0,1.0,-0.00723630743736079,-0.00723630743736079,0.7268282305469584,0.7268282305469584,0.94895866661765,0.94895866661765,-0.2340780941096472,-0.2340780941096472
2023-09-04,185547.80203033783,187126.3395181521,188928.1771968046,184634.9978189498,68690.0,13008244300.0,42254.0,0.4859046043477473,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,46,uptrend_oi_unwind_divergence,0.4324866969934868,-0.0506797230553281,21,0.25,0.1612903225806451,0.0496081727135742,0.1824866969934868,-0.5773091914548192,1.625644909357694,0.4324866969934868,0,1.0,0,0.008507443745176587,1.0,0.0,1.0,0.008507443745176587,0.008507443745176587,0.7353356742921351,0.7353356742921351,0.94895866661765,0.94895866661765,-0.22511306323480462,-0.22511306323480462
2023-09-05,188310.9369101548,187481.0988396477,190878.90534361565,186092.07441270992,68568.0,13063682000.0,42918.0,0.4685346352422799,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,46,uptrend_oi_unwind_divergence,0.3745576272184507,-0.0364426685918265,22,0.3,0.1875,0.0334533232548341,0.0745576272184507,-0.2757937881267019,1.597651335104152,0.3745576272184507,0,1.0,0,-0.004406743889246475,1.0,0.0,1.0,-0.004406743889246475,-0.004406743889246475,0.7309289304028885,0.7309289304028885,0.94895866661765,0.94895866661765,-0.22975683123468327,-0.22975683123468327
2023-09-06,187975.35199832992,187410.7465832597,189345.8439854302,186605.4023335112,46941.0,8938236200.0,44121.0,0.0619556344017436,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,46,uptrend_oi_unwind_divergence,0.3,-0.0444491951708858,23,0.3,0.1818181818181818,0.0411563583395384,-1.2760034825930229,-1.3255495748794697,1.063915142449174,0.3,0,1.0,0,-0.003003614085932085,1.0,0.0,1.0,-0.003003614085932085,-0.003003614085932085,0.7279253163169565,0.7279253163169565,0.94895866661765,0.94895866661765,-0.23292199974158756,-0.23292199974158756
2023-09-07,186668.02229234297,181934.7677695439,186746.07727406867,180758.89795171167,65120.0,12056042100.0,47905.0,0.3070118385914482,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,46,uptrend_oi_unwind_divergence,0.0,-0.0690055177137629,24,0.0,0.0,0.1131258043127072,-0.1763150908341663,-0.5433142770661769,1.3593570608495982,0.0,0,1.0,0,-0.02535653651157386,1.0,0.0,1.0,-0.02535653651157386,-0.02535653651157386,0.7025687798053826,0.7025687798053826,0.94895866661765,0.94895866661765,-0.25964238009487695,-0.25964238009487695
2023-09-08,180584.0095588844,173951.38707074328,181376.37590002484,173781.73535016677,121405.0,21665988550.0,55765.0,0.7779856314922208,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,46,uptrend_oi_unwind_divergence,3.3347009011165367,-0.0882043739398915,25,0.0,0.0,0.2741395896559542,2.2241494255501024,1.1105514755664343,2.177082399354434,3.3347009011165367,0,1.0,0,-0.03672873641660043,1.0,0.0,1.0,-0.03672873641660043,-0.03672873641660043,0.6658400433887821,0.6658400433887821,0.94895866661765,0.94895866661765,-0.29834663319739796,-0.29834663319739796
2023-09-11,174214.05721262863,175933.38619402982,176802.6652717581,168965.78405721264,91036.0,16014004050.0,58960.0,0.434395784800586,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,46,uptrend_oi_unwind_divergence,1.166371749116577,-0.0376859593503138,26,0.05,0.0277777777777777,0.3331602240030378,1.116371749116577,-0.6020413928633253,1.5440298507462686,1.166371749116577,0,1.0,0,0.009869059988097001,1.0,0.0,1.0,0.009869059988097001,0.009869059988097001,0.6757091033768792,0.6757091033768792,0.94895866661765,0.94895866661765,-0.28794674926644337,-0.28794674926644337
2023-09-12,175915.66888645367,175115.808687838,179027.35781022132,174440.05599369082,91501.0,16377373400.0,62317.0,0.3841156394189933,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,46,uptrend_oi_unwind_divergence,1.193588891514357,-0.0479948658429359,27,0.05,0.027027027027027,0.3729429434102087,1.1435888915143573,-0.3913450934825055,1.468315226984611,1.193588891514357,0,1.0,0,-0.004546838855678903,1.0,0.0,1.0,-0.004546838855678903,-0.004546838855678903,0.6711622645212002,0.6711622645212002,0.94895866661765,0.94895866661765,-0.2927381474754772,-0.2927381474754772
2023-09-13,174546.2790066712,173532.41662518663,176526.35466436908,172485.55229761303,78004.0,13750588150.0,64288.0,0.1933871187934704,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,46,uptrend_oi_unwind_divergence,0.2910490977269014,-0.0537163918248513,28,0.0,0.0,0.3764371290462378,0.2910490977269014,-1.6437098189963926,1.2133524141363865,0.2910490977269014,0,1.0,0,-0.005808559124000651,1.0,0.0,1.0,-0.005808559124000651,-0.005808559124000651,0.6653537053971996,0.6653537053971996,0.94895866661765,0.94895866661765,-0.29885912969349504,-0.29885912969349504
2023-09-14,172707.59015913607,166974.9207180873,173516.72777409764,166920.31271543997,136502.0,23386435550.0,72526.0,0.6323941482710722,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,46,uptrend_oi_unwind_divergence,3.380528040576963,-0.0943217481606323,29,0.0,0.0,0.4147252351584178,2.620027233124566,0.7605008074523969,1.882111242864628,3.380528040576963,0,1.0,0,-0.03319292125937599,1.0,0.0,1.0,-0.03319292125937599,-0.03319292125937599,0.6321607841378236,0.6321607841378236,0.94895866661765,0.94895866661765,-0.33383738789064576,-0.33383738789064576
2023-09-15,168178.49686416905,167419.08418504574,169127.87472860594,165308.013251758,122691.0,20659815050.0,74360.0,0.5007508365401547,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,46,uptrend_oi_unwind_divergence,2.280513754651382,-0.0906261249631261,30,0.05,0.025,0.2877717304067442,2.0233508810619223,0.2071628735894598,1.6499596557288865,2.280513754651382,0,1.0,0,-0.004515515914835775,1.0,0.0,1.0,-0.004515515914835775,-0.004515515914835775,0.6276452682229878,0.6276452682229878,0.94895866661765,0.94895866661765,-0.33859577840193145,-0.33859577840193145
2023-09-18,166982.34919656377,164878.8172660036,168151.51913177304,164252.0264681555,86675.0,14596788300.0,78420.0,0.1000864947069014,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,46,uptrend_oi_unwind_divergence,0.0818706856108044,-0.1188903834138772,31,0.0,0.0,0.2852197489831045,0.0818706856108044,-2.237945273853819,1.1052665136444784,0.0818706856108044,0,1.0,0,-0.012597331039366203,1.0,0.0,1.0,-0.012597331039366203,-0.012597331039366203,0.6150479371836215,0.6150479371836215,0.94895866661765,0.94895866661765,-0.3518706780182306,-0.3518706780182306
2023-09-19,164211.38011918348,157557.17446305772,164882.5384217759,157162.47422565508,138511.0,22512971100.0,89721.0,0.4342448894794879,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,46,uptrend_oi_unwind_divergence,1.1584975162641142,-0.1596103530531569,32,0.0,0.0,0.3644705936122747,1.0525288983697891,0.1059686178943252,1.5437968814435865,1.1584975162641142,0,1.0,0,-0.04052219554635122,1.0,0.0,1.0,-0.04052219554635122,-0.04052219554635122,0.5745257416372703,0.5745257416372703,0.94895866661765,0.94895866661765,-0.39457242781180524,-0.39457242781180524
2023-09-20,156974.80828432398,152200.22593190565,157737.60454725535,151647.32568919248,218409.0,33976114350.0,98481.0,0.7965058156421968,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,46,uptrend_oi_unwind_divergence,3.6685306087609977,-0.1878788772431003,33,0.0,0.0,0.4264906475381789,2.0252659592366697,1.643264649524328,2.21777804855759,3.6685306087609977,0,1.0,0,-0.03041623305422531,1.0,0.0,1.0,-0.03041623305422531,-0.03041623305422531,0.544109508583045,0.544109508583045,0.94895866661765,0.94895866661765,-0.4266246489719083,-0.4266246489719083
2023-09-21,151772.8509232696,157066.76293912297,157680.2861874399,151353.6930785082,232964.0,36472466500.0,95389.0,0.892920667367586,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,46,uptrend_oi_unwind_divergence,4.307065232757887,-0.1366863801531389,34,0.05,0.0227272727272727,0.2740181495617424,2.3557837197298617,1.9012815130280256,2.442252251307803,4.307065232757887,0,1.0,0,0.03488049399908655,1.0,0.0,1.0,0.03488049399908655,0.03488049399908655,0.5789900025821315,0.5789900025821315,0.94895866661765,0.94895866661765,-0.38986804910501394,-0.38986804910501394
2023-09-22,157009.49992723946,152456.84817710766,158841.53992200329,151514.37516587865,271244.0,42708139850.0,96303.0,1.0355193138275331,0.04,down_trend,-1.0,3.0,down_trend,2.0,1,2.0,down_trend,0,1,46,uptrend_oi_unwind_divergence,3.648813141850241,-0.1235663552650725,35,0.05,0.0222222222222222,0.2585813081135768,1.85362773347154,1.7451854083787006,2.8165685388824855,3.648813141850241,0,1.0,0,-0.028996027324726007,1.0,0.0,1.0,-0.028996027324726007,-0.028996027324726007,0.5499939752574056,0.5499939752574056,0.94895866661765,0.94895866661765,-0.42042367638862976,-0.42042367638862976
