date,close,trend,segment_id,is_reversal_window,reversal_segment_id,factor_id,factor_name,factor_value,speculation,speculation_median_history,speculation_mad_history,speculation_mad_value,signal,position_scale,is_effective_signal,open,daily_return,base_position,reduce_signal,strategy_position,base_return,strategy_return,base_nav,strategy_nav,base_running_max,strategy_running_max,base_drawdown,strategy_drawdown
2023-08-15,189680.8139697453,down_trend,2.0,0,,12,speculation_mad,2.4530552392031484,0.8881893576869988,0.3460155010249421,0.149075834291908,2.4530552392031484,0,1.0,0,193145.9369895716,-0.01794043961697935,1.0,0.0,1.0,-0.01794043961697935,-0.01794043961697935,0.799308059240869,0.799308059240869,0.94895866661765,0.94895866661765,-0.1576998162735338,-0.1576998162735338
2023-08-16,191747.30923578836,down_trend,2.0,0,,12,speculation_mad,1.785436122062344,0.8555210234584508,0.3940449762873875,0.1743335007567405,1.785436122062344,0,1.0,0,189012.4814493322,0.014469032761676468,1.0,0.0,1.0,0.014469032761676468,0.014469032761676468,0.8137770920025456,0.8137770920025456,0.94895866661765,0.94895866661765,-0.1424525423187596,-0.1424525423187596
2023-08-17,189797.6065547304,down_trend,2.0,0,,12,speculation_mad,0.5417702175021065,0.6625747876374212,0.4950913353168501,0.2085128294358942,0.5417702175021065,0,1.0,0,191672.6065578457,-0.00978230555105139,1.0,0.0,1.0,-0.00978230555105139,-0.00978230555105139,0.8039947864514941,0.8039947864514941,0.94895866661765,0.94895866661765,-0.15276100557977634,-0.15276100557977634
2023-08-18,191523.40382269217,down_trend,2.0,0,,12,speculation_mad,-1.0113824321481344,0.2623910774735881,0.568378477044128,0.2040629409473202,-1.0113824321481344,0,1.0,0,190896.2310327949,0.0032854121137128696,1.0,0.0,1.0,0.0032854121137128696,0.0032854121137128696,0.8072801985652069,0.8072801985652069,0.94895866661765,0.94895866661765,-0.14929888206556374,-0.14929888206556374
2023-08-21,197116.13041744623,down_trend,2.0,0,,12,speculation_mad,0.2717748008052692,0.6506022352624492,0.568378477044128,0.2040629409473202,0.2717748008052692,0,1.0,0,193690.5635572176,0.01768577052653726,1.0,0.0,1.0,0.01768577052653726,0.01768577052653726,0.8249659690917442,0.8249659690917442,0.94895866661765,0.94895866661765,-0.13066185271045572,-0.13066185271045572
2023-08-22,194571.815011419,down_trend,2.0,0,,12,speculation_mad,-0.0680037600377259,0.5788551278390585,0.5995773942854679,0.2055324179980803,-0.0680037600377259,0,1.0,0,197312.7926191132,-0.013891535218323604,1.0,0.0,1.0,-0.013891535218323604,-0.013891535218323604,0.8110744338734206,0.8110744338734206,0.94895866661765,0.94895866661765,-0.1453005674479868,-0.1453005674479868
2023-08-23,196128.50058430465,down_trend,2.0,0,,12,speculation_mad,-1.3454500640443787,0.2350757936929626,0.6147286815507538,0.1903246887505725,-1.3454500640443787,0,1.0,0,194557.7436274961,0.008073474370755248,1.0,0.0,1.0,0.008073474370755248,0.008073474370755248,0.8191479082441759,0.8191479082441759,0.94895866661765,0.94895866661765,-0.13679284771817868,-0.13679284771817868
2023-08-24,195419.81314730016,down_trend,2.0,0,,12,speculation_mad,-1.5921546679153105,0.1654618274742042,0.6147286815507538,0.1903246887505725,-1.5921546679153105,0,1.0,0,197183.17595923255,-0.008942765037403455,1.0,0.0,1.0,-0.008942765037403455,-0.008942765037403455,0.8102051432067725,0.8102051432067725,0.94895866661765,0.94895866661765,-0.14621661437102762,-0.14621661437102762
2023-08-25,190778.92248989124,down_trend,2.0,0,,12,speculation_mad,-1.7644213672617697,0.1168524055146719,0.6147286815507538,0.1903246887505725,-1.7644213672617697,0,1.0,0,195890.9368479195,-0.026096227014305425,1.0,0.0,1.0,-0.026096227014305425,-0.026096227014305425,0.784108916192467,0.784108916192467,0.94895866661765,0.94895866661765,-0.17371647072127272,-0.17371647072127272
2023-08-28,182823.25598746547,down_trend,2.0,0,,12,speculation_mad,0.4990299933125512,0.7831209555005861,0.5637038405737724,0.2965649729924313,0.4990299933125512,0,1.0,0,192089.34118450247,-0.048238414166546034,1.0,0.0,1.0,-0.048238414166546034,-0.048238414166546034,0.735870502025921,0.735870502025921,0.94895866661765,0.94895866661765,-0.22454946889439764,-0.22454946889439764
2023-08-29,183944.18517804652,down_trend,2.0,0,,12,speculation_mad,0.2359933034934326,0.704693048634028,0.6147286815507538,0.257126509021971,0.2359933034934326,0,1.0,0,182575.4776284975,0.007496666952908422,1.0,0.0,1.0,0.007496666952908422,0.007496666952908422,0.7433671689788294,0.7433671689788294,0.94895866661765,0.94895866661765,-0.21664958113676902,-0.21664958113676902
2023-08-30,183383.0947994899,down_trend,2.0,0,,12,speculation_mad,-0.6085270578485351,0.4301450479677753,0.6147286815507538,0.2045923079287647,-0.6085270578485351,0,1.0,0,185547.23854006163,-0.011663572886343348,1.0,0.0,1.0,-0.011663572886343348,-0.011663572886343348,0.731703596092486,0.731703596092486,0.94895866661765,0.94895866661765,-0.22894049885177914,-0.22894049885177914
2023-08-31,184364.5029335453,down_trend,2.0,0,,12,speculation_mad,0.5119298730133991,0.6723508618009333,0.5045000879034169,0.2211509855802199,0.5119298730133991,0,1.0,0,183930.2542910141,0.002360941891833233,1.0,0.0,1.0,0.002360941891833233,0.002360941891833233,0.7340645379843193,0.7340645379843193,0.94895866661765,0.94895866661765,-0.22645256974075867,-0.22645256974075867
2023-09-01,184103.68802188992,down_trend,2.0,0,,12,speculation_mad,0.376495420324718,0.627944823211373,0.5045000879034169,0.2211509855802199,0.376495420324718,0,1.0,0,185445.62961066765,-0.00723630743736079,1.0,0.0,1.0,-0.00723630743736079,-0.00723630743736079,0.7268282305469584,0.7268282305469584,0.94895866661765,0.94895866661765,-0.2340780941096472,-0.2340780941096472
2023-09-04,187126.3395181521,down_trend,2.0,0,,12,speculation_mad,-0.5773091914576558,0.4859046043477473,0.6033999755252157,0.1372740003331263,-0.5773091914576558,0,1.0,0,185547.80203033783,0.008507443745176587,1.0,0.0,1.0,0.008507443745176587,0.008507443745176587,0.7353356742921351,0.7353356742921351,0.94895866661765,0.94895866661765,-0.22511306323480462,-0.22511306323480462
2023-09-05,187481.0988396477,down_trend,2.0,0,,12,speculation_mad,-0.2757937881278933,0.4685346352422799,0.5323798660934029,0.1561420891240777,-0.2757937881278933,0,1.0,0,188310.9369101548,-0.004406743889246475,1.0,0.0,1.0,-0.004406743889246475,-0.004406743889246475,0.7309289304028885,0.7309289304028885,0.94895866661765,0.94895866661765,-0.22975683123468327,-0.22975683123468327
2023-09-06,187410.7465832597,down_trend,2.0,0,,12,speculation_mad,-1.325549574883701,0.0619556344017436,0.4772196197950136,0.211302335422467,-1.325549574883701,0,1.0,0,187975.35199832992,-0.003003614085932085,1.0,0.0,1.0,-0.003003614085932085,-0.003003614085932085,0.7279253163169565,0.7279253163169565,0.94895866661765,0.94895866661765,-0.23292199974158756,-0.23292199974158756
2023-09-07,181934.7677695439,down_trend,2.0,0,,12,speculation_mad,-0.5433142770679111,0.3070118385914482,0.4772196197950136,0.211302335422467,-0.5433142770679111,0,1.0,0,186668.02229234297,-0.02535653651157386,1.0,0.0,1.0,-0.02535653651157386,-0.02535653651157386,0.7025687798053826,0.7025687798053826,0.94895866661765,0.94895866661765,-0.25964238009487695,-0.25964238009487695
2023-09-08,173951.38707074328,down_trend,2.0,0,,12,speculation_mad,1.110551475570535,0.7779856314922208,0.4772196197950136,0.1826695116047425,1.110551475570535,0,1.0,0,180584.0095588844,-0.03672873641660043,1.0,0.0,1.0,-0.03672873641660043,-0.03672873641660043,0.6658400433887821,0.6658400433887821,0.94895866661765,0.94895866661765,-0.29834663319739796,-0.29834663319739796
2023-09-11,175933.38619402982,down_trend,2.0,0,,12,speculation_mad,-0.6020413928662833,0.434395784800586,0.5569247137795601,0.1372740003331263,-0.6020413928662833,0,1.0,0,174214.05721262863,0.009869059988097001,1.0,0.0,1.0,0.009869059988097001,0.009869059988097001,0.6757091033768792,0.6757091033768792,0.94895866661765,0.94895866661765,-0.28794674926644337,-0.28794674926644337
2023-09-12,175115.808687838,down_trend,2.0,0,,12,speculation_mad,-0.3913450934841505,0.3841156394189933,0.4772196197950136,0.1604664923099624,-0.3913450934841505,0,1.0,0,175915.66888645367,-0.004546838855678903,1.0,0.0,1.0,-0.004546838855678903,-0.004546838855678903,0.6711622645212002,0.6711622645212002,0.94895866661765,0.94895866661765,-0.2927381474754772,-0.2927381474754772
2023-09-13,173532.41662518663,down_trend,2.0,0,,12,speculation_mad,-1.6437098190068613,0.1933871187934704,0.4514652100214329,0.1059014710162121,-1.6437098190068613,0,1.0,0,174546.2790066712,-0.005808559124000651,1.0,0.0,1.0,-0.005808559124000651,-0.005808559124000651,0.6653537053971996,0.6653537053971996,0.94895866661765,0.94895866661765,-0.29885912969349504,-0.29885912969349504
2023-09-14,166974.9207180873,down_trend,2.0,0,,12,speculation_mad,0.7605008074555936,0.6323941482710722,0.4514652100214329,0.1604664923099624,0.7605008074555936,0,1.0,0,172707.59015913607,-0.03319292125937599,1.0,0.0,1.0,-0.03319292125937599,-0.03319292125937599,0.6321607841378236,0.6321607841378236,0.94895866661765,0.94895866661765,-0.33383738789064576,-0.33383738789064576
2023-09-15,167419.08418504574,down_trend,2.0,0,,12,speculation_mad,0.2071628735903306,0.5007508365401547,0.4514652100214329,0.1604664923099624,0.2071628735903306,0,1.0,0,168178.49686416905,-0.004515515914835775,1.0,0.0,1.0,-0.004515515914835775,-0.004515515914835775,0.6276452682229878,0.6276452682229878,0.94895866661765,0.94895866661765,-0.33859577840193145,-0.33859577840193145
2023-09-18,164878.8172660036,down_trend,2.0,0,,12,speculation_mad,-2.2379452738680725,0.1000864947069014,0.4514652100214329,0.1059014710162121,-2.2379452738680725,0,1.0,0,166982.34919656377,-0.012597331039366203,1.0,0.0,1.0,-0.012597331039366203,-0.012597331039366203,0.6150479371836215,0.6150479371836215,0.94895866661765,0.94895866661765,-0.3518706780182306,-0.3518706780182306
2023-09-19,157557.17446305772,down_trend,2.0,0,,12,speculation_mad,0.1059686178947745,0.4342448894794879,0.4092557121097896,0.1590562334173303,0.1059686178947745,0,1.0,0,164211.38011918348,-0.04052219554635122,1.0,0.0,1.0,-0.04052219554635122,-0.04052219554635122,0.5745257416372703,0.5745257416372703,0.94895866661765,0.94895866661765,-0.39457242781180524,-0.39457242781180524
2023-09-20,152200.22593190565,down_trend,2.0,0,,12,speculation_mad,1.6432646495312997,0.7965058156421968,0.4091802644492406,0.1589807857567813,1.6432646495312997,0,1.0,0,156974.80828432398,-0.03041623305422531,1.0,0.0,1.0,-0.03041623305422531,-0.03041623305422531,0.544109508583045,0.544109508583045,0.94895866661765,0.94895866661765,-0.4266246489719083,-0.4266246489719083
2023-09-21,157066.76293912297,down_trend,2.0,0,,12,speculation_mad,1.901281513035908,0.892920667367586,0.4343203371400369,0.162691154839812,1.901281513035908,0,1.0,0,151772.8509232696,0.03488049399908655,1.0,0.0,1.0,0.03488049399908655,0.03488049399908655,0.5789900025821315,0.5789900025821315,0.94895866661765,0.94895866661765,-0.38986804910501394,-0.38986804910501394
2023-09-22,152456.84817710766,down_trend,2.0,1,2.0,12,speculation_mad,1.745185408384063,1.0355193138275331,0.4675733106703703,0.2195035147388009,1.745185408384063,0,1.0,0,157009.49992723946,-0.028996027324726007,1.0,0.0,1.0,-0.028996027324726007,-0.028996027324726007,0.5499939752574056,0.5499939752574056,0.94895866661765,0.94895866661765,-0.42042367638862976,-0.42042367638862976
2023-09-25,151866.87342410494,down_trend,2.0,1,2.0,12,speculation_mad,1.091646253595406,0.8228342036462523,0.4675733106703703,0.2195035147388009,1.091646253595406,0,1.0,0,152346.27160213934,-0.003146766724205621,1.0,0.0,1.0,-0.003146766724205621,-0.003146766724205621,0.5468472085331999,0.5468472085331999,0.94895866661765,0.94895866661765,-0.42373969723853844,-0.42373969723853844
2023-09-26,144355.1337711975,down_trend,2.0,1,2.0,12,speculation_mad,1.2440871710264152,1.014961885819421,0.5665724924056135,0.243097517238611,1.2440871710264152,0,1.0,0,151215.47692985792,-0.04536799604079305,1.0,0.0,1.0,-0.04536799604079305,-0.04536799604079305,0.5014792124924069,0.5014792124924069,0.94895866661765,0.94895866661765,-0.4715478870330392,-0.4715478870330392
2023-09-27,140785.90414311024,up_trend,3.0,1,2.0,12,speculation_mad,1.3681797224184409,1.215383281344587,0.7144499819566346,0.2469521189468132,1.3681797224184409,0,1.0,0,144180.6283420003,-0.02354493969077238,1.0,0.0,1.0,-0.02354493969077238,-0.02354493969077238,0.4779342728016345,0.4779342728016345,0.94895866661765,0.94895866661765,-0.4963592307922917,-0.4963592307922917
2023-09-28,143446.1425217841,up_trend,3.0,1,2.0,12,speculation_mad,0.0514818671149656,0.8261238695697705,0.8096700096442245,0.2155705901792525,0.0514818671149656,0,1.0,0,142111.29202125155,0.00939299391024414,1.0,0.0,1.0,0.00939299391024414,0.00939299391024414,0.48732726671187865,0.48732726671187865,0.94895866661765,0.94895866661765,-0.48646101895159755,-0.48646101895159755
2023-10-09,144995.4945334111,up_trend,3.0,1,2.0,12,speculation_mad,-2.1822158403334955,0.174944469642449,0.8244790366080114,0.2007615632154656,-2.1822158403334955,0,1.0,0,142622.09037149654,0.01664121003788698,1.0,0.0,1.0,0.01664121003788698,0.01664121003788698,0.5039684767497656,0.5039684767497656,0.94895866661765,0.94895866661765,-0.468924733522854,-0.468924733522854
2023-10-10,145276.11008979706,up_trend,3.0,1,3.0,12,speculation_mad,-0.7761769485005772,0.5934506713955551,0.8244790366080114,0.2007615632154656,-0.7761769485005772,0,1.0,0,145440.99928102564,-0.0011337187728610982,1.0,0.0,1.0,-0.0011337187728610982,-0.0011337187728610982,0.5028347579769046,0.5028347579769046,0.94895866661765,0.94895866661765,-0.47011943126127287,-0.47011943126127287
2023-10-11,148356.2540127733,up_trend,3.0,1,3.0,12,speculation_mad,-1.6600716485855689,0.3303602150568635,0.8244790366080114,0.2007615632154656,-1.6600716485855689,0,1.0,0,146020.77058642116,0.01599418642274533,1.0,0.0,1.0,0.01599418642274533,0.01599418642274533,0.5188289443996499,0.5188289443996499,0.94895866661765,0.94895866661765,-0.4532649706979345,-0.4532649706979345
2023-10-12,157649.97815621665,up_trend,3.0,1,3.0,12,speculation_mad,-0.03448239138876,0.8142153840651848,0.8244790366080114,0.2007615632154656,-0.03448239138876,0,1.0,0,149216.11493185945,0.056521128620783165,1.0,0.0,1.0,0.056521128620783165,0.056521128620783165,0.5753500730204331,0.5753500730204331,0.94895866661765,0.94895866661765,-0.3937037583827132,-0.3937037583827132
2023-10-13,159604.77838890062,down_trend,4.0,1,3.0,12,speculation_mad,1.1871406740307464,1.1778303822365563,0.8244790366080114,0.2007615632154656,1.1871406740307464,0,1.0,0,159370.05782139994,0.0014728021731894392,1.0,0.0,1.0,0.0014728021731894392,0.0014728021731894392,0.5768228751936224,0.5768228751936224,0.94895866661765,0.94895866661765,-0.39215173907460277,-0.39215173907460277
2023-10-16,156717.2664438177,down_trend,4.0,1,3.0,12,speculation_mad,1.566902053302787,1.3379614333609042,0.8244790366080114,0.221034321215989,1.566902053302787,0,1.0,0,160433.52449509362,-0.023163849718888192,1.0,0.0,1.0,-0.023163849718888192,-0.023163849718888192,0.5536590254747342,0.5536590254747342,0.94895866661765,0.94895866661765,-0.41656149529870734,-0.41656149529870734
2023-10-17,157225.7441294602,down_trend,4.0,1,3.0,12,speculation_mad,0.5530683205136645,1.0640686089454428,0.8244790366080114,0.2921898554205006,0.5530683205136645,0,1.0,0,156602.9712412974,0.003976762913413705,1.0,0.0,1.0,0.003976762913413705,0.003976762913413705,0.557635788388148,0.557635788388148,0.94895866661765,0.94895866661765,-0.4123708355225676,-0.4123708355225676
2023-10-18,153207.98823114813,down_trend,4.0,0,,12,speculation_mad,0.0206303022608096,0.9289867039980632,0.9205428776945956,0.276063954095976,0.0206303022608096,0,1.0,0,158134.20468107678,-0.031152124613797377,1.0,0.0,1.0,-0.031152124613797377,-0.031152124613797377,0.5264836637743506,0.5264836637743506,0.94895866661765,0.94895866661765,-0.4451985294039378,-0.4451985294039378
2023-10-19,146620.07736703512,down_trend,4.0,0,,12,speculation_mad,0.5073451752382856,1.0973375615124814,0.8775552867839168,0.2921898554205006,0.5073451752382856,0,1.0,0,152331.37561592323,-0.037492592880459134,1.0,0.0,1.0,-0.037492592880459134,-0.037492592880459134,0.4889910708938915,0.4889910708938915,0.94895866661765,0.94895866661765,-0.4847077242712896,-0.4847077242712896
2023-10-20,141762.22849393392,down_trend,4.0,0,,12,speculation_mad,0.9268144972905772,1.2237495586798215,0.8775552867839168,0.2519434450584631,0.9268144972905772,0,1.0,0,145138.43534829994,-0.02326197637630503,1.0,0.0,1.0,-0.02326197637630503,-0.02326197637630503,0.4657290945175865,0.4657290945175865,0.94895866661765,0.94895866661765,-0.5092208850596485,-0.5092208850596485
2023-10-23,141845.8572222496,down_trend,4.0,0,,12,speculation_mad,0.5210887971314266,1.1547237973645903,0.9965276564717528,0.2047670873073183,0.5210887971314266,0,1.0,0,141641.6698585686,0.001441576930608487,1.0,0.0,1.0,0.001441576930608487,0.001441576930608487,0.467170671448195,0.467170671448195,0.94895866661765,0.94895866661765,-0.5077017704961588,-0.5077017704961588
2023-10-24,144547.43179243224,down_trend,4.0,0,,12,speculation_mad,-1.153320985138796,0.828693564588757,1.080703085228962,0.1473814273408791,-1.153320985138796,0,1.0,0,142054.04704036537,0.01755236689144348,1.0,0.0,1.0,0.01755236689144348,0.01755236689144348,0.4847230383396385,0.4847230383396385,0.94895866661765,0.94895866661765,-0.48920532011438933,-0.48920532011438933
2023-10-25,141611.4743999891,down_trend,4.0,0,,12,speculation_mad,-0.1623440344032427,1.045229662984907,1.080703085228962,0.1473814273408791,-0.1623440344032427,0,1.0,0,145871.47786709727,-0.02920381372285436,1.0,0.0,1.0,-0.02920381372285436,-0.02920381372285436,0.45551922461678407,0.45551922461678407,0.94895866661765,0.94895866661765,-0.5199799099360355,-0.5199799099360355
2023-10-26,140808.58170937747,down_trend,4.0,0,,12,speculation_mad,-0.3586675570718896,1.016845620680504,1.080703085228962,0.1200868852292268,-0.3586675570718896,0,1.0,0,141441.79213243217,-0.004476826922991908,1.0,0.0,1.0,-0.004476826922991908,-0.004476826922991908,0.4510423976937922,0.4510423976937922,0.94895866661765,0.94895866661765,-0.5246975305031657,-0.5246975305031657
2023-10-27,142256.96517097135,down_trend,4.0,0,,12,speculation_mad,-0.396116562968193,1.0304469770553892,1.080703085228962,0.0855740045716112,-0.396116562968193,0,1.0,0,140935.74322248675,0.009374640657330381,1.0,0.0,1.0,0.009374640657330381,0.009374640657330381,0.4604170383511226,0.4604170383511226,0.94895866661765,0.94895866661765,-0.5148186590758734,-0.5148186590758734
2023-10-30,145151.50205200096,down_trend,4.0,0,,12,speculation_mad,-1.82151119288782,0.8618781030406721,1.0546491359651748,0.071381543473361,-1.82151119288782,0,1.0,0,142694.66909670806,0.017217412331135013,1.0,0.0,1.0,0.017217412331135013,0.017217412331135013,0.4776344506822576,0.4776344506822576,0.94895866661765,0.94895866661765,-0.49667517934719085,-0.49667517934719085
2023-10-31,141472.84801844467,down_trend,4.0,0,,12,speculation_mad,0.0409925397107707,1.0429541271050051,1.037838320020148,0.0841754287572091,0.0409925397107707,0,1.0,0,144333.45004297036,-0.019819397538644357,1.0,0.0,1.0,-0.019819397538644357,-0.019819397538644357,0.45781505314361326,0.45781505314361326,0.94895866661765,0.94895866661765,-0.5175605964215574,-0.5175605964215574
2023-11-01,140968.30176748667,down_trend,4.0,0,,12,speculation_mad,-1.023717715080998,0.9089421263603804,1.0367005520801973,0.0841754287572091,-1.023717715080998,0,1.0,0,141261.03520349308,-0.0020722872063390746,1.0,0.0,1.0,-0.0020722872063390746,-0.0020722872063390746,0.45574276593727414,0.45574276593727414,0.94895866661765,0.94895866661765,-0.5197443450707218,-0.5197443450707218
2023-11-02,139460.8904642823,down_trend,4.0,0,,12,speculation_mad,-3.423204738112899,0.5833284177212471,1.0367005520801973,0.0893301273583385,-3.423204738112899,1,0.5,0,140766.9670966233,-0.009278289212869755,1.0,0.0,1.0,-0.009278289212869755,-0.009278289212869755,0.44646447672440437,0.44646447672440437,0.94895866661765,0.94895866661765,-0.529521682629522,-0.529521682629522
2023-11-03,139792.89015969163,down_trend,4.0,0,,12,speculation_mad,-2.8891892942308113,0.4972419244517814,1.023646298867947,0.1228908355021049,-2.8891892942308113,0,1.0,0,140077.81029654376,-0.0020340133547844426,1.0,1.0,0.5,-0.0020340133547844426,-0.0010170066773922213,0.4444304633696199,0.44544747004701213,0.94895866661765,0.94895866661765,-0.5316650988038368,-0.5305933907166794
2023-11-06,137673.10349068398,down_trend,4.0,0,,12,speculation_mad,-3.4959460819976105,0.4877300861672962,0.9628938735204422,0.0916757799721174,-3.4959460819976105,1,0.5,0,139141.50472100117,-0.010553294168131557,1.0,1.0,0.5,-0.010553294168131557,-0.005276647084065778,0.43387716920148833,0.4401708229629463,0.94895866661765,0.94895866661765,-0.5427860195977281,-0.5361538511136251
2023-11-07,134064.895158069,down_trend,4.0,0,,12,speculation_mad,-0.711756105744281,0.725760940812266,0.8854101147005262,0.1512904373796709,-0.711756105744281,0,1.0,0,137192.0435655644,-0.02279394873217217,1.0,1.0,0.5,-0.02279394873217217,-0.011396974366086086,0.4110832204693161,0.4287738485968602,0.94895866661765,0.94895866661765,-0.5668059790901854,-0.5481638308598538
